parts_id,Line,Part,Description,Loc,Mfg,QOH,Qty  Available,Retail,Committed Qty,Seq #,Retail Alt,Repl Cost,Repl Cost Alt,Avg Cost Prc
65,ACL,1298,TIMING BELT DAMPENER,,,0,0,90.77,0,12200,90.77,59,59,59
66,ACL,1299,Timing Belt Dampener,,,0,0,87.58,0,12300,87.58,67,67,67
67,ACL,1302,TIMING CHAIN TENSIONER,,,0,0,23.46,0,12400,23.46,15.25,15.25,15.25
68,ACL,1305,LOWER TIMING CHAIN TENSIONER,,,0,0,72,0,12700,72,40,40,40
69,ACL,1306,Intake Valve,,,0,0,15.38,0,12800,15.38,10,10,10
70,ACL,1313,INTAKE VALVE,,,1,1,16.43,0,13100,16.43,6.5,6.5,6.5
71,ACL,1321,Timing Chain Cover,,,0,0,247.14,0,13400,247.14,135,135,135
72,ACL,1355,Exhaust Valve,,,0,0,26.92,0,13500,26.92,17.5,17.5,17.5
73,ACL,1376,OIL PUMP,,,1,1,99.37,0,13800,99.37,30.97,30.97,30.97
74,ACL,1378,OIL FILTER E355H01D109,,,6,6,23.9,0,14100,23.9,8.87,8.87,8.88
75,ACL,1379,OIL FILTER VW DL9461,,,10,10,17.71,0,14400,17.71,9.75,9.75,7.365
76,ACL,1381,OIL FILTER,,ACL,0,0,17.5,0,14700,17.5,7.25,7.25,6.5
77,ACL,1382,Oil Filter,,,1,1,39.56,0,14800,39.56,17.6,17.6,17.6
78,ACL,1384,OIL FILTER,,ACL,1,1,17.93,0,15100,17.93,3.07,3.07,8.158
79,ACL,1387,OIL COOLER SEAL,,,5,5,5,0,15400,5,1.45,1.45,1.438
80,ACL,1388,Oil Filter,,WORLD,6,6,6.98,0,15500,6.98,4.75,4.75,4.54
81,ACL,1389,AUDI OIL FILTER,,,9,9,14.07,0,15800,14.07,6.5,6.5,6.473
82,ACL,1390,OIL FILTER,,,8,8,17.86,0,16100,17.86,8,8,8.253
83,ACL,1391,OIL F. W735/1,,,3,3,27.57,0,16400,27.57,14.75,14.75,14.195
84,ACL,1392,OIL FILTER,,,1,1,21.43,0,16700,21.43,11,11,10.688
85,ACL,1393,074115562 OIL F,,,4,4,10.91,0,17000,10.91,5.75,5.75,5.75
86,ACL,1394,OIL FILTER,,,5,5,11.43,0,17300,11.43,6,6,6
87,ACL,1398,VW AUDI WATER PUMP,,,0,0,84.21,0,17600,84.21,46.82,46.82,46.82
88,ACL,1399,WATER PUMP,,,1,1,82.86,0,17900,82.86,50,50,50
89,ACL,1407,WATER PUMP,,ACL,2,2,62.77,0,18200,62.77,28.56,28.56,28.56
90,ACL,1410,WATER PUMP,,,0,0,94.17,0,18500,94.17,46.92,46.92,46.92
91,ACL,1412,WATER PUMP,,,1,1,85.63,0,18800,85.63,47.94,47.94,47.94
92,ACL,1414,WATER PUMP,,,2,2,99.97,0,19100,99.97,29.21,29.21,36.025
93,ACL,1417,WATER PUMP WITH HOUSING,,,1,1,76.15,0,19400,76.15,49.5,49.5,49.5
94,ACL,1424,WATER HOSE,,,1,1,16.91,0,19700,16.91,5.72,5.72,5.72
95,ACL,1442,FLANGE,,,1,1,20.66,0,20000,20.66,9.4,9.4,9.4
96,ACL,1444,HEATER CORE,,,2,2,11.43,0,20300,11.43,3.57,3.57,3.57
97,ACL,1449,RAD HOSE-UPPER,,,1,1,81.63,0,20600,81.63,40,40,40
98,ACL,1454,WATER FLANGGE,,,1,1,15.11,0,20900,15.11,4.16,4.16,4.16
99,ACL,1456,Thermostat Housing,,,0,0,41.89,0,21200,41.89,22.5,22.5,19.06
100,ACL,1460,THERMOSTAT JASON!!!!!!,,,3,3,131.43,0,21500,131.43,56.23,56.23,56.23
101,ACL,1461,Thermostat 87 DEGREE,,,2,2,14.57,0,21800,14.57,11,11,11
102,ACL,1462,THERMOSTAT,,,0,0,16.48,0,22100,16.48,10.71,10.71,10.71
103,ACL,1463,Thermostat/87-102 C.,,,2,2,23.79,0,22400,23.79,10.82,10.82,10.82
104,ACL,1464,Seal Ring,,,0,0,0.4,0,22700,0.4,0.3,0.3,0.3
105,ACL,1467,THERMOSTAT VR6,,,2,2,34.29,0,23000,34.29,11.73,11.73,11.73
106,ACL,1468,THERMOSTAT,,,0,0,,0,23300,,,,
107,ACL,1470,WATER FLANGE,,,1,1,12.69,0,23600,12.69,4.08,4.08,4.08
108,ACL,1471,WATER FLANGE,,,1,1,9.71,0,23900,9.71,2.81,2.81,2.81
109,ACL,1472,WATER FLANGE AT,,,1,1,28.36,0,24200,28.36,5.5,5.5,5.5
110,ACL,1475,SEAL,,,0,0,1.71,0,24500,1.71,0.46,0.46,0.46
111,ACL,1477,SEAL,,,0,0,1.18,0,24800,1.18,0.77,0.77,0.77
112,ACL,1498,RADIATOR ASSEMBLY,,,0,0,146.15,0,24900,146.15,95,95,95
113,ACL,1513,UPPER RAD BRACKET,,,0,0,7.06,0,25300,7.06,4.59,4.59,4.59
114,ACL,1514,LOWER RAD BRACKET,,,1,1,6.4,0,25700,6.4,4.16,4.16,4.16
115,ACL,1519,RADIATOR CAP,,,1,1,13.89,0,26000,13.89,3.72,3.72,3.72
116,ACL,1523,Coolant Expansion Tank,,,0,0,26.15,0,26100,26.15,17,17,17
117,ACL,1526,Coolant Expansion Tank,,,0,0,20.77,0,26200,20.77,14.5,14.5,14.5
118,ACL,1530,Coolant Expansion Tank,,,0,0,32.7,0,26500,32.7,16.24,16.24,16.24
119,ACL,1532,COOLANT TANK,,,1,1,23.08,0,26800,23.08,15,15,15
120,ACL,1535,Coolant Expansion Tank,,,0,0,32.95,0,27100,32.95,21.42,21.42,21.42
121,ACL,1536,Cooling Fan Clutch,,,0,0,103.02,0,27400,103.02,70,70,66.96
122,ACL,1537,FAN CLUTCH,,,0,0,,0,27500,,,,0.001
123,ACL,1540,SEMI ORGANIC COOLANT,,,3,3,20.89,0,27800,20.89,9.5,9.5,9.5
124,ACL,J1402,WATER PUPM,,,0,0,179,0,27800,179,135.57,135.57,135.57
125,ACL,M74300,THROTTLE POSITION/Acceler SENSOR,,,0,0,240.89,0,27800,240.89,156.58,156.58,156.58
126,ACL,1545,FUEL FILTER,,,3,3,45.13,0,28100,45.13,24,24,24
127,ACL,1546,FUEL FILTER,,,2,2,47.86,0,28400,47.86,25,25,25
128,ACL,1548,FUEL FILTER,,,1,1,36.4,0,28700,36.4,14,14,14
129,ACL,1570,FSI FUEL PUM,,,0,-1,395,1,29000,395,338,338,338
130,ACL,1571,Cam Follower,,,1,1,57,0,29300,57,22,22,22
131,ACL,1573,VW G13 COOLANT 1.5L,,,2,2,18.36,0,29600,18.36,8.95,8.95,8.95
132,ACL,1581,Air Filter,,,2,2,41.96,0,29700,41.96,17,17,18.78
133,ACL,1580,Air Filter,,,2,2,15.72,0,29700,15.72,12,12,11.886
134,ACL,1582,AIR FILTER,,,1,1,35.31,0,30000,35.31,16.07,16.07,16.07
135,ACL,1583,AIR FILTER,,,1,1,35.5,0,30300,35.5,19.3,19.3,19.3
136,ACL,1593,AIR FILTER,,,3,3,26.51,0,30600,26.51,13.5,13.5,13.496
137,ACL,1594,AIR FILTER,,,1,1,42.64,0,30900,42.64,20.25,20.25,20.25
138,ACL,1596,AIR FILTER,,ACL,0,0,47.07,0,31200,47.07,21.42,21.42,21.42
139,ACL,1601,AIR FILTER,,,1,1,32.23,0,31500,32.23,12.03,12.03,15.5
140,ACL,1603,AIR FILTER,,,0,0,20.3,0,31800,20.3,9.95,9.95,9.95
141,ACL,1606,AIR FILTER,,,0,0,36.43,0,32100,36.43,17.85,17.85,17.85
142,ACL,1607,AIR FILTER,,ACL,1,1,34.04,0,32400,34.04,16.83,16.83,16.83
143,ACL,1609,AIR  FILTER,,ACL,1,1,35.69,0,32700,35.69,13.01,13.01,13.01
144,ACL,1610,AIR FILTER,,ACL,0,0,40,0,33000,40,18,18,18
145,ACL,1613,AIR FILTER,,,2,2,17.94,0,33300,17.94,6,6,5.46
146,ACL,1614,AIR FILTER,,,1,1,23.96,0,33600,23.96,11.75,11.75,11.75
147,ACL,1632,AIR FILTER,,,0,0,43.43,0,34000,43.43,20.4,20.4,20.4
148,ACL,1635,FLANGE,,,1,1,40.77,0,34300,40.77,18.54,18.54,18.54
149,ACL,1648,DIESEL INJECTOR,,,1,1,340,0,34600,340,154.78,154.78,154.78
150,ACL,1654,MIRROW GLASS,,,0,0,51.43,0,34900,51.43,19,19,19
151,ACL,1667,Catalytic Convertor,,,0,0,653.85,0,35200,653.85,425,425,425
152,ACL,1670,Combi Valve,,,0,0,139.66,0,35500,139.66,90.78,90.78,90.78
153,ACL,1671,Air Pump Hose,,,0,0,27.2,0,35600,27.2,17.68,17.68,17.68
154,ACL,1673,GASKET,,,0,0,5.65,0,35900,5.65,3.67,3.67,3.67
155,ACL,1674,EGR VALVE,,,0,0,335.71,0,36200,335.71,170,170,170
156,ACL,1683,INTAKE HOSE,,,1,1,36.36,0,36500,36.36,15.3,15.3,15.3
157,ACL,1690,SUCTION PUMP,,,0,0,27.78,0,36600,27.78,18.06,18.06,18.06
158,ACL,1692,CHECK VALVE,,,0,0,23.03,0,36900,23.03,10,10,10
159,ACL,1693,CHECK VALVE,,,0,0,56.04,0,37200,56.04,25.5,25.5,25.5
160,ACL,1750,FUEL FILTER,,,0,0,,0,37300,,16.32,16.32,16.32
161,ACL,1765,Fuel/Vacuum Pump,,,0,0,492.31,0,37600,492.31,270,270,320
162,ACL,1766,VACUUM PUMP,,,0,0,326.92,0,37900,326.92,212.5,212.5,212.5
163,ACL,1771,RELEASE BEARING,,,1,1,18.54,0,38200,18.54,5.1,5.1,5.1
164,ACL,1772,Clutch Release Bearing,,ACL,0,0,31.43,0,38500,31.43,13.5,13.5,15
165,ACL,1773,Clutch Release Bearing,,,0,0,178.57,0,38800,178.57,60,60,60
166,ACL,1774,CLUTCH FORK,,,0,0,34.29,0,39100,34.29,12,12,12
167,ACL,1787,OIL RETURN LINE,,,0,0,215.38,0,39200,215.38,140,140,140
168,ACL,1790,Serpentine Belt Idler Pulley,,ACL,1,1,29.29,0,39500,29.29,10,10,10
169,ACL,1791,Serpentine Belt Idler Pulley,,,2,2,48.85,0,39800,48.85,35,35,33.375
170,ACL,1804,POWER STER PUMP,,,1,1,165.71,0,40100,165.71,75.82,75.82,75.82
171,ACL,1808,DK070536,,,1,1,62.2,0,40400,62.2,33,33,33
172,ACL,1819,Cylinder Head Gasket Set,,,1,1,142.86,0,40700,142.86,94.62,94.62,75
173,ACL,1820,HEAD GASKET SET,,,1,1,128.68,0,41000,128.68,83.64,83.64,83.64
174,ACL,1823,HEAD GASKET SET,,,0,0,74.29,0,41300,74.29,36.51,36.51,36.51
175,ACL,1830,Turbo Actuator,,,0,0,178.57,0,41600,178.57,128,128,128
176,ACL,1841,Valve Cover Gasket Set,,,0,0,21.15,0,41900,21.15,13.75,13.75,13.75
177,ACL,1849,GASKET,,,0,0,42.36,0,42200,42.36,19,19,19
178,ACL,1900,MAIN BEARINGS A,,,1,1,64.61,0,42500,64.61,30.6,30.6,30.6
179,ACL,1911,"Con Rod Bearing Set, Std.",,,1,1,42.14,0,42800,42.14,18.58,18.58,18.58
180,ACL,1931,MOTOR MOUNT,,,0,0,21.97,0,43100,21.97,10,10,10
181,ACL,1944,Motor Mount,,,0,0,70.62,0,43400,70.62,45.9,45.9,45.9
182,ACL,1946,"Motor Mount,Right",,,1,1,89.67,0,43700,89.67,48,48,50
183,ACL,1947,MOTOR MOUNT,,,0,0,144.07,0,44000,144.07,76.5,76.5,76.5
184,ACL,1955,GEAR BOX  MOUNT,,,0,0,85.19,0,44300,85.19,38.76,38.76,38.76
185,ACL,1969,ENGINE BUFFER,,,0,0,,0,44600,,5.5,5.5,5.5
186,ACL,1970,Snub Mount,,,0,0,7.92,0,44700,7.92,5.15,5.15,5.15
187,ACL,1980,motor mount,,,1,1,67.6,0,45000,67.6,28,28,28
188,ACL,1981,Rear dogbone MOUNT,,,0,0,118.69,0,45300,118.69,54,54,54
189,ACL,1983,REAR MOTOR MOUNT,,,0,0,33.85,0,45600,33.85,22,22,22
190,ACL,1998,"Motor Mount,Right",,,0,0,46.93,0,45900,46.93,26,26,26
191,ACL,1999,Motor Mount,,,0,0,55.38,0,46000,55.38,36,36,36
192,ACL,2018,FUEL FILTER,,,0,0,21.26,0,46300,21.26,9,9,9
193,ACL,2019,FUEL FIT F65285,,,1,1,18.36,0,46600,18.36,9,9,9
194,ACL,2021,FUEL FILTER,,,1,1,39.62,0,46900,39.62,25.75,25.75,25.75
195,ACL,2022,FUEL FILTER,,,1,1,51.4,0,47200,51.4,25.75,25.75,25.75
196,ACL,2024,Fuel Filter,,,1,1,70.77,0,47500,70.77,29.84,29.84,29.84
197,ACL,2025,FUEL FILTER,,,1,1,58.54,0,47800,58.54,27.54,27.54,27.54
198,ACL,2027,Fuel Filter,,,1,1,38.46,0,48100,38.46,27,27,27
199,ACL,2035,GAS CAP,,,0,0,14.64,0,48400,14.64,4.16,4.16,4.16
200,ACL,2040,Fuel Flap Actuator,,,0,0,39.23,0,48700,39.23,25.5,25.5,25.5
201,ACL,2140,EXHAUST GSK,,,1,1,12.31,0,49100,12.31,8,8,8
202,ACL,2143,EXH GASKET,,,1,1,7.46,0,49400,7.46,2.61,2.61,2.61
203,ACL,2144,EXH GASKET,,,0,0,8.91,0,49700,8.91,3.12,3.12,3.12
204,ACL,2159,VW EXH GASKET,,,1,1,12.5,0,50000,12.5,3.75,3.75,3.75
205,ACL,2174,SLEEVE CLAMP,,,6,6,27.47,0,50300,27.47,16,16,16
206,ACL,2175,"Sleeve Clamp,55x125mm",,,7,7,25.89,0,50600,25.89,11,11,11
207,ACL,2176,SLEEV CLAMP S/A 2176,,,2,2,26.79,0,50900,26.79,9.75,9.75,9.75
208,ACL,2177,SLEEV CLAMP,,,3,3,26.86,0,51200,26.86,10.2,10.2,10.2
209,ACL,2178,EXH CLAMPS,,,4,4,25.27,0,51500,25.27,11.5,11.5,11.5
210,ACL,2179,Sleeve Clamp,,,6,6,35.11,0,51800,35.11,12.75,12.75,12.75
211,ACL,2180,Exhaust Hanger,,,0,0,7.69,0,51900,7.69,5,5,5
212,ACL,2186,EXHAUST HANGER,,,0,0,,0,52200,,3.57,3.57,3.57
213,ACL,2194,LOCK NUT,,,8,8,1.4,0,52600,1.4,0.27,0.27,0.27
214,ACL,2196,COPPER NUT,,,4,4,0.62,0,52900,0.62,0.4,0.4,0.4
215,ACL,2238,CAT. CONVERTOR,,,0,0,308,0,53000,308,239.7,239.7,239.7
216,ACL,2891,K060653,,,2,2,44,0,53300,44,18,18,17.43
217,ACL,2893,DK060472,,,1,1,41.43,0,53600,41.43,26.5,26.5,26.5
218,ACL,2894,BELT 6K1054,,,1,1,26.93,0,53900,26.93,12.25,12.25,12.25
219,ACL,2895,BELT 6K1070,,,0,0,20,0,54000,20,13,13,13
220,ACL,2910,4PK855 5040335,,ACL,0,0,21.36,0,54300,21.36,8,8,8
221,ACL,3002,Automotive Part Department,,,0,0,651.79,0,54600,651.79,226.11,226.11,226.11
222,ACL,3017,Automotive Part LUK17046,,,0,0,321.43,0,54900,321.43,275,275,275
223,ACL,3018,Automotive Part Dep.17-065,,,0,0,580.36,0,55200,580.36,445,445,201.33
224,ACL,3026,Clutch Kit,,ACL,0,0,707.69,0,55300,707.69,460,460,460
225,ACL,3051,CLUTCH KIT,,,0,0,607.14,0,55600,607.14,325,325,325
226,ACL,3309,TRANNY SEAL,,ACL,0,0,5.1,0,55900,5.1,1.57,1.57,1.57
227,ACL,3330,Transmission Side Cover Seal,,,0,0,17.88,0,56200,17.88,10,10,10
228,ACL,3331,Transmission Side Cover,,,0,0,72,0,56500,72,59.85,59.85,59.85
229,ACL,3395,TRANS MOUNT,,,1,1,38.39,0,57100,38.39,17.34,17.34,17.34
230,ACL,3396,TANY MOUNT,,,0,0,55.38,0,57500,55.38,36,36,36
231,ACL,3923,A/T--FILTER KIT,,,0,0,47.6,0,57800,47.6,23,23,23
232,ACL,3926,A/T TRANNY FILTER KIT,,,0,0,30.8,0,58100,30.8,21,21,21
233,ACL,3930,A/T FILTER KIT,,,1,1,63.74,0,58400,63.74,29,29,29
234,ACL,3933,DSGFILTER,,ACL,2,2,36.26,0,58700,36.26,15.85,15.85,15.85
235,ACL,3934,A/T FILTER KIT,,,0,0,29.23,0,59100,29.23,19,19,19
236,ACL,3936,TRANSMISSION FITLER,,,0,0,94.17,0,59400,94.17,46.92,46.92,46.92
237,ACL,3938,TRANSMISSION FILTER KIT,,,1,1,145.16,0,59700,145.16,35,35,35
238,ACL,3996,CVT FLUID,,ACL,10,10,17.86,0,60000,17.86,9.95,9.95,9.95
239,ACL,3998,ATF3353,,ACL,16,16,20.64,0,60300,20.64,11.95,11.95,11.95
240,ACL,3999,ATF 1L,,,18,18,20.64,0,60600,20.64,10.5,10.5,10.5
241,ACL,4277,Ball Joint,,,1,1,23.85,0,60900,23.85,15.5,15.5,15.5
242,ACL,4278,Ball Joint,,,2,2,23.85,0,61200,23.85,15.5,15.5,15.5
243,ACL,4325,CONTROL ARM,,,1,1,90.71,0,61500,90.71,45,45,45
244,ACL,4327,LOWER LEFT REAR ARM,,,0,0,,0,61600,,,,74
245,ACL,4328,LOWER RIGHT REAR ARM,,,0,0,,0,61700,,,,74
246,ACL,4329,Upper Left Front Control Arm,,,0,0,85.71,0,62000,85.71,42,42,42
247,ACL,4330,UPPER RIGHT FRONT CONTROL ARM,,,0,0,60,0,62100,60,39,39,39
248,ACL,4331,UPPER REAR CONTROL ARM,,,0,0,69.23,0,62200,69.23,45,45,45
249,ACL,4332,UPPER REAR CONTROL ARM,,,0,0,69.23,0,62300,69.23,45,45,45
250,ACL,4333,Pinch Bolt,,,10,10,2.86,0,62600,2.86,0.93,0.93,0.93
251,ACL,4391,Wheel Hub,,,0,0,25.11,0,62700,25.11,16.32,16.32,16.32
252,ACL,4395,WHEEL HUB (W/ABS),,,0,0,41.63,0,63000,41.63,20.4,20.4,20.4
253,ACL,4397,Wheel Hub,,,0,0,30.77,0,63100,30.77,20,20,20
254,ACL,4398,WHEEL HUB,,,1,1,54.94,0,63400,54.94,35,35,35
255,ACL,4399,WHEEL HUB,,,2,2,50.71,0,63700,50.71,26,26,26
256,ACL,4421,BUSHING,,,1,1,16.43,0,64000,16.43,4.85,4.85,4.85
257,ACL,4422,Control Arm Bushing,,,2,2,2.77,0,64300,2.77,2.25,2.25,1.8
258,ACL,4424,CONTROL ARM BUS,,,2,2,15,0,64600,15,4.5,4.5,4.5
259,ACL,4426,CONTROL ARM/  FEBI,,,0,0,63.08,0,64900,63.08,41,41,41
260,ACL,4428,control arm bushing,,,0,0,28.29,0,65200,28.29,10.2,10.2,10.2
261,ACL,4431,LOWER ARM  BUSHING,,,2,2,40,0,65300,40,30,30,30
262,ACL,4470,WHEEL  BEARING HUB,,,2,2,163.08,0,65600,163.08,106,106,106
263,ACL,4473,Wheel Bearing,,,0,0,49.23,0,65900,49.23,32,32,32
264,ACL,4475,WHEEL BEARING,,,1,1,49.23,0,66200,49.23,32,32,32
265,ACL,4476,WHEEL BEARING,,,2,2,62.86,0,66500,62.86,27,27,27
266,ACL,4478,WHEEL BEARING,,,1,1,49.23,0,66800,49.23,32,32,32
267,ACL,4479,WHEEL BEARING,,,0,0,92.86,0,67100,92.86,47,47,41.5
268,ACL,4480,Wheel Bearing 75mm,,,0,0,65.71,0,67400,65.71,28,28,28
269,ACL,4481,BEARING,,,0,0,78.57,0,67700,78.57,37.8,37.8,37.8
270,ACL,4484,front wheel bearing,,,0,0,193.17,0,68000,193.17,95,95,95
271,ACL,4485,WHEEL BEARING K,,,1,1,192.86,0,68300,192.86,101,101,101.376
272,ACL,4491,Wheel Bearing Kit,,,0,0,227.86,0,68600,227.86,114,114,114
273,ACL,4492,WHEEL BEARING,,ACL,3,3,127.03,0,68900,127.03,57.8,57.8,59.67
274,ACL,4496,MT OUTPUT SEALS,,,1,1,8,0,69200,8,5.2,5.2,5.2
275,ACL,4497,Diff Output Seal,,,0,0,9.42,0,69500,9.42,7.5,7.5,6.12
276,ACL,4503,OEM SWAY BAR LINKIT K750212,,ACL,2,2,49.29,0,69800,49.29,16.65,16.65,16.65
277,ACL,4506,SWAYBAR LINKIT,,,0,0,16.48,0,69900,16.48,10.71,10.71,10.71
278,ACL,4513,LINK,,,2,2,50,0,70200,50,17,17,17
279,ACL,4514,FRONT LINK,,,2,2,38.78,0,70500,38.78,17.21,17.21,17.21
280,ACL,4548,FRONT COIL SPRING,,,0,0,118.69,0,70800,118.69,54,54,54
281,ACL,4595,"Coil Spring,Front",,,0,0,56.69,0,71400,56.69,22,22,26.5
282,ACL,4597,"Coil Spring,Front",,,0,0,89.23,0,71700,89.23,60,60,60
283,ACL,4599,FT COIL SPRING,,,1,1,86.31,0,72100,86.31,56.1,56.1,56.1
284,ACL,4621,2,,,0,0,10.79,0,72400,10.79,4.8,4.8,4.8
285,ACL,4622,STRUT TOP STOP,,,0,0,9.79,0,72700,9.79,4,4,4
286,ACL,4627,BEARING S/MOUNT,,,1,1,30.3,0,73000,30.3,14.42,14.42,14.42
287,ACL,4629,Shock Absorber,,,0,0,241.74,0,73300,241.74,91,91,73
288,ACL,4757,TRW ES3525,,,2,2,33.99,0,73600,33.99,16.5,16.5,16.5
289,ACL,4758,TRW ES3524,,,2,2,33.99,0,73900,33.99,16.5,16.5,16.5
290,ACL,4759,FEBI ES800497,,,1,1,36.53,0,74200,36.53,15.75,15.75,15.75
291,ACL,4760,FEBI ES800496,,,1,1,40,0,74500,40,15.75,15.75,15.75
292,ACL,4768,INNER TIE ROD,,,0,0,82.07,0,74800,82.07,37.45,37.45,37.45
293,ACL,4771,TIE ROD,,,0,0,127.14,0,75100,127.14,59,59,59
294,ACL,4790,TIE ROD,,,0,0,22.3,0,75400,22.3,10.93,10.93,10.93
295,ACL,4819,FEBI TIE ROD AS,,,1,1,99.29,0,75700,99.29,44.5,44.5,44.5
296,ACL,4841,INNER TIE ROD,,,0,0,61.23,0,76200,61.23,30,30,30
297,ACL,4891,CV Flange Seal Kit,,ACL,4,4,13.64,0,76500,13.64,5.21,5.21,5.21
298,ACL,4929,CV JOINT BOLTS,,,12,12,0.92,0,76600,0.92,0.6,0.6,0.6
299,ACL,4949,"CV BOOT CLAMP, 107MM",,,0,0,5.71,0,76900,5.71,2.2,2.2,2.2
300,ACL,4950,"CV BOOT CLAMP,98MM",,,0,0,2,0,77200,2,0.53,0.53,0.53
301,ACL,4951,CV BOOT CLAMP,,,1,1,2.14,0,77500,2.14,0.6,0.6,0.6
302,ACL,4952,CV BOOT CLAMP,,,1,1,1.43,0,77800,1.43,0.41,0.41,0.41
303,ACL,4973,"CV Boot Kit,Inner Left or Right,",,,0,0,47.74,0,78100,47.74,21.42,21.42,21.42
304,ACL,4975,OUTER CV Boot Kit,,ACL,2,2,38.57,0,78400,38.57,17,17,17
305,ACL,4977,CV BOOT,,,0,0,25.71,0,78700,25.71,12.5,12.5,11.925
306,ACL,4978,BOOT KIT300319,,,2,2,24.29,0,79000,24.29,9.18,9.18,9
307,ACL,4981,CV BOOT,,,2,2,40.31,0,79300,40.31,16.5,16.5,16.5
308,ACL,4990,OUTER BOOT KIT,,,0,0,10,0,79400,10,6.5,6.5,6.5
309,ACL,4998,POWER STRG.FLUI,,,0,0,19.81,0,79700,19.81,10.95,10.95,10.95
310,ACL,5302,"Stub Axle,Rear",,,0,0,64.29,0,80000,64.29,29,29,29
311,ACL,5333,BEARING,,,0,0,92.31,0,80300,92.31,60,60,60
312,ACL,5337,BEARING KIT,,,0,0,190.94,0,80600,190.94,95,95,95
313,ACL,5347,RE.AXLE BUSHING,,,2,2,20.24,0,80900,20.24,8.5,8.5,8.5
314,ACL,5348,AXLE MOUNT,,,2,2,27.69,0,81200,27.69,12.6,12.6,12.6
315,ACL,5401,Rubber Mount,,,0,0,15.69,0,81500,15.69,10.2,10.2,10
316,ACL,5402,Control Arm Bushing,,,0,0,51.43,0,81800,51.43,19.25,19.25,19.25
317,ACL,5493,REAR LEFT,,,0,0,,0,82100,,28,28,28
318,ACL,5494,REAR RIGHT,,,0,0,,0,82400,,28,28,28
319,ACL,5579,REAR GAS STRUT,,,0,0,127.47,0,82800,127.47,58,58,58
320,ACL,5590,"Coil Spring,Rear",,,0,0,97.14,0,83100,97.14,49.98,49.98,49.98
321,ACL,5592,REAR COIL SPRING,,,0,0,,0,83500,,40,40,40
322,ACL,5618,SPACER SLEEVE,,,2,2,23.09,0,83900,23.09,10.22,10.22,10.22
323,ACL,5623,REAR COIL SPRING,,,0,0,87.91,0,84400,87.91,40,40,40
324,ACL,5650,"Coil Spring, Rear",,,0,0,86.31,0,84700,86.31,50,50,56.1
325,ACL,5654,coil springs,,,1,1,92.31,0,84800,92.31,60,60,60
326,ACL,5685,REAR UPPER MOUNT,,,2,2,,0,85100,,22,22,22
327,ACL,5904,OUTER CV BOOT AUDI,,,0,0,25.71,0,85400,25.71,10.5,10.5,10.5
328,ACL,5905,RE.OUTER CV BOO,,,1,1,25.24,0,85700,25.24,10.61,10.61,10.61
329,ACL,5995,WHEEL BEARING,,,1,1,28.4,0,86000,28.4,9.44,9.44,9.44
330,ACL,6055,WHEEL BOLT,,,0,0,4.43,0,86300,4.43,1.58,1.58,1.58
331,ACL,6086,"Tire Sensor, TPMS",,,0,0,211.27,0,86600,211.27,105,105,110
332,ACL,6088,Automotive Part Department,,,1,1,140,0,86900,140,65.04,65.04,65.04
333,ACL,6171,BRAKE CABLE,,,0,0,168.57,0,87200,168.57,88,88,88
334,ACL,6175,E-Brake Cable,,,4,4,28.57,0,87500,28.57,10.2,10.2,10.2
335,ACL,6195,BRAKE CABLE,,,0,0,14.91,0,87600,14.91,9.69,9.69,9.69
336,ACL,6200,BRAKE CABLE,,,5,5,31.43,0,87900,31.43,8.24,8.24,8.24
337,ACL,6201,BRAKE CABLE,,,3,3,32.86,0,88200,32.86,11.22,11.22,11.22
338,ACL,6202,BRAKE CABLE,,,1,1,35.71,0,88500,35.71,10.2,10.2,10.2
339,ACL,6203,BRAKE CABLE1J0609721AC,,,4,4,35.71,0,88800,35.71,11.73,11.73,11.73
340,ACL,6210,BRAKE CABLE,,,0,0,75.32,0,89200,75.32,48.96,48.96,48.96
341,ACL,6217,Emergency Brake Cable,,,0,0,81.54,0,89500,81.54,53,53,53
342,ACL,6226,Brake Master Cylinder,,,0,0,92.86,0,89800,92.86,41,41,41
343,ACL,6250,"TRM BRAKE FLIUD DOT4,1L",,,2,2,24.26,0,90100,24.26,8.95,8.95,8.95
344,ACL,6332,Brake Cylinder,,,0,0,13.85,0,90400,13.85,10,10,9
345,ACL,6692,Brake Hose Clip,,ACL,2,2,2.14,0,90700,2.14,0.62,0.62,0.62
346,ACL,6695,BRAKE HOSE,,,0,0,33.33,0,91000,33.33,14,14,14
347,ACL,6697,"Brake Hose, Front",,,2,2,25.71,0,91300,25.71,8,8,8
348,ACL,6700,LH BRAKE HOSE,,,1,1,11.38,0,91600,11.38,7.4,7.4,7.4
349,ACL,6701,1J611701L BR.H,,,2,2,23.7,0,91900,23.7,9.69,9.69,9.69
350,ACL,6702,FRT BRAKE HOSE,,,1,1,18.93,0,92200,18.93,5.5,5.5,5.5
351,ACL,6706,BRAKE HOSE,,,3,3,14.86,0,92500,14.86,5.2,5.2,5.2
352,ACL,6710,6X0611775 BR.H,,,4,4,19.37,0,92800,19.37,7.28,7.28,7.28
353,ACL,6711,Brake Line Nut,,,20,20,1.43,0,93100,1.43,0.5,0.5,0.5
354,ACL,6714,"Brake Hose,Rear",,,2,2,40.8,0,93400,40.8,14.28,14.28,14.28
355,ACL,6715,BRAKE HOSE,,,2,2,21.34,0,93700,21.34,10,10,10
